證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","14,304,763","1,121,570,149","78.50","78.80","78.15","78.20","-0.05","6,896"
"0051","元大中型100","9,000","276,010","30.73","30.73","30.60","30.60","-0.13","8"
"0052","富邦科技","113,136","5,801,136","51.40","51.70","51.00","51.00","-0.95","15"
"0053","元大電子","8,000","264,500","33.26","33.26","32.80","32.91","-0.21","6"
"0054","元大台商50","4,000","83,850","21.00","21.00","20.91","20.91","-0.09","4"
"0055","元大MSCI金融","21,000","361,820","17.12","17.25","17.12","17.25","+0.13","12"
"0056","元大高股息","16,697,262","428,409,129","25.84","25.85","25.54","25.70"," 0.00","7,014"
"0057","富邦摩台","26,000","1,284,070","49.54","49.54","49.35","49.35","-0.22","4"
"0058","富邦發達","27,000","1,215,470","45.14","45.14","44.98","44.98","-0.10","5"
"0059","富邦金融","140,000","6,164,020","43.71","44.10","43.71","44.10","+0.44","10"
"0061","元大寶滬深","962,563","16,460,931","17.17","17.21","16.96","17.00","-0.26","295"
"006203","元大MSCI台灣","1,000","36,250","36.25","36.25","36.25","36.25","-0.17","1"
"006204","永豐臺灣加權","1,000","51,500","51.50","51.50","51.50","51.50","X0.00","1"
"006205","富邦上証","2,366,201","70,432,233","30.01","30.05","29.52","29.64","-0.49","340"
"006206","元大上證50","265,437","8,169,178","31.01","31.30","30.58","30.58","-0.61","124"
"006207","FH滬深","475,000","10,544,630","22.40","22.43","22.02","22.13","-0.39","102"
"006208","富邦台50","208,227","9,324,756","44.81","45.00","44.65","44.68"," 0.00","151"
"00625K","富邦上証+R","50,000","331,000","6.62","6.62","6.62","6.62","-0.09","2"
"00631L","元大台灣50正2","1,741,250","63,736,592","36.68","36.85","36.39","36.45","+0.03","661"
"00632R","元大台灣50反1","110,008,069","1,342,815,553","12.19","12.25","12.15","12.22"," 0.00","4,673"
"00633L","富邦上証正2","40,542,000","1,640,437,720","40.96","41.38","39.78","39.88","-1.08","7,214"
"00634R","富邦上証反1","8,382,017","56,120,951","6.66","6.75","6.60","6.73","+0.07","781"
"00635U","元大S&P黃金","542,999","10,248,448","18.90","18.90","18.85","18.87","-0.18","194"
"00636","國泰中國A50","2,496,795","50,857,559","20.49","20.57","20.19","20.23","-0.28","613"
"00636K","國泰中國A50+U","500","3,255","6.51","6.51","6.51","6.51","-0.09","1"
"00637L","元大滬深300正2","203,145,938","3,143,426,160","15.63","15.78","15.19","15.20","-0.43","21,577"
"00638R","元大滬深300反1","6,940,000","93,839,920","13.40","13.63","13.33","13.59","+0.18","1,090"
"00639","富邦深100","1,808,611","17,730,134","9.90","9.95","9.73","9.76","-0.20","282"
"00640L","富邦日本正2","470,000","8,702,450","18.48","18.58","18.47","18.54","+0.06","50"
"00641R","富邦日本反1","357,000","5,503,010","15.41","15.44","15.39","15.41","-0.02","49"
"00642U","元大S&P石油","836,216","15,849,876","18.92","19.00","18.92","18.93","+0.15","315"
"00643","群益深証中小","863,599","9,760,947","11.36","11.47","11.21","11.24","-0.27","274"
"00643K","群益深証中小+R","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00645","富邦日本","67,617","1,353,120","20.00","20.04","20.00","20.03","+0.03","13"
"00646","元大S&P500","71,786","1,951,300","27.16","27.24","27.14","27.23","+0.07","37"
"00647L","元大S&P500正2","7,000","242,810","34.78","34.78","34.59","34.71","+0.18","6"
"00648R","元大S&P500反1","460,000","5,824,800","12.65","12.68","12.63","12.68","-0.01","171"
"00649","FH香港","46,000","972,870","21.17","21.17","21.09","21.12","-0.09","6"
"00650L","FH香港正2","90,000","2,701,620","29.90","30.39","29.80","29.86","-0.38","27"
"00651R","FH香港反1","739,000","6,193,340","8.36","8.41","8.34","8.40","+0.04","59"
"00652","富邦印度","183,304","4,451,160","23.90","24.51","23.90","24.51","+1.11","114"
"00653L","富邦印度正2","896,200","27,567,140","29.89","31.20","29.89","30.90","+1.87","323"
"00654R","富邦印度反1","158,000","2,187,940","13.88","13.93","13.77","13.80","-0.47","51"
"00655L","國泰中國A50正2","14,365,000","414,599,050","29.22","29.50","28.34","28.40","-0.80","2,999"
"00656R","國泰中國A50反1","2,104,000","25,815,190","12.21","12.39","12.15","12.37","+0.16","284"
"00657","國泰日經225","4,000","105,560","26.44","26.44","26.31","26.40","+0.06","4"
"00657K","國泰日經225+U","100","839","8.39","8.39","8.39","8.39","-0.04","1"
"00658L","國泰日本正2","97,000","3,107,770","32.15","32.15","32.01","32.06","+0.17","12"
"00659R","國泰日本反1","50,000","629,970","12.60","12.62","12.59","12.62","-0.05","8"
"00660","元大歐洲50","3,000","74,370","24.79","24.79","24.79","24.79","+0.02","1"
"00661","元大日經225","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00662","富邦NASDAQ","158,130","5,056,262","32.00","32.04","31.94","31.97","+0.03","21"
"00663L","國泰臺灣加權正2","36,000","1,207,720","33.61","33.68","33.43","33.43","+0.07","15"
"00664R","國泰臺灣加權反1","5,411,000","74,709,020","13.82","13.88","13.77","13.85","-0.01","259"
"00665L","富邦恒生國企正2","89,000","2,322,960","26.50","26.56","25.91","25.91","-0.46","34"
"00666R","富邦恒生國企反1","256,000","3,610,130","15.59","15.59","13.65","13.90","+0.14","30"
"00668","國泰美國道瓊","9,000","257,310","28.55","28.63","28.55","28.61","+0.21","9"
"00668K","國泰美國道瓊+U","100","910","9.10","9.10","9.10","9.10","-0.01","1"
"00669R","國泰美國道瓊反1","1,188,000","15,293,960","12.86","12.88","12.84","12.87","-0.03","102"
"00670L","富邦NASDAQ正2","210,000","7,212,720","34.34","34.48","34.25","34.28","-0.22","48"
"00671R","富邦NASDAQ反1","1,269,000","16,379,340","12.89","12.93","12.87","12.91","+0.02","399"
"00672L","元大S&P原油正2","9,523,000","196,048,200","20.54","20.70","20.51","20.51","+0.31","1,687"
"00673R","元大S&P原油反1","3,681,000","51,136,100","13.95","13.95","13.86","13.92","-0.12","518"
"00674R","元大S&P黃金反1","61,000","1,204,020","19.73","19.76","19.69","19.76","+0.18","7"
"00675L","富邦臺灣加權正2","494,000","7,190,210","14.57","14.63","14.44","14.49","+0.06","79"
"00676R","富邦臺灣加權反1","1,900,000","14,190,490","7.46","7.50","7.45","7.48","-0.01","184"
"00677U","富邦VIX","64,837,900","351,398,029","5.41","5.45","5.40","5.43","-0.07","4,915"
"00678","群益NBI生技","378,416","8,153,713","21.54","21.55","21.52","21.55","+0.01","20"
"00680L","元大美債20正2","5,000","103,250","20.65","20.65","20.65","20.65"," 0.00","1"
"00681R","元大美債20反1","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00682U","元大美元指數","3,000","58,420","19.46","19.49","19.46","19.49","+0.05","3"
"00683L","元大美元指數正2","19,000","369,760","19.43","19.54","19.43","19.54","+0.14","11"
"00684R","元大美元指數反1","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00685L","群益臺灣加權正2","24,000","306,060","12.76","12.80","12.72","12.72","-0.05","13"
"00686R","群益臺灣加權反1","1,175,000","9,607,630","8.16","8.19","8.14","8.17","-0.01","27"
"00688L","國泰20年美債正2","100,000","2,102,000","21.02","21.02","21.02","21.02","-0.01","2"
"00689R","國泰20年美債反1","100,000","1,831,000","18.31","18.31","18.31","18.31","+0.02","2"
"00690","兆豐藍籌30","200,000","4,206,520","21.00","21.11","21.00","21.08","+0.08","27"
"00691R","兆豐藍籌30反1","11,000","178,780","16.25","16.28","16.25","16.28","X0.00","2"
"00692","富邦公司治理","706,470","14,601,646","20.68","20.78","20.63","20.65","-0.01","191"
"00693U","華頓S&P黃豆","956,000","14,057,580","14.73","14.73","14.68","14.69","-0.15","194"
"00700","富邦恒生國企","104,477","2,109,801","20.27","20.31","20.19","20.19","-0.08","6"
"00701","國泰臺灣低波動30","51,863","1,114,307","21.43","21.53","21.43","21.53","+0.13","30"
"00702","國泰標普低波高息","4,000","86,050","21.49","21.53","21.49","21.53","+0.11","4"
"00703","台新MSCI中國","465,000","9,309,330","20.20","20.20","19.88","19.88","-0.33","126"
"00706L","元大S&P日圓正2","22,000","392,130","17.83","17.83","17.81","17.81","-0.17","5"
"00707R","元大S&P日圓反1","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00708L","元大S&P黃金正2","2,310,000","39,054,720","17.02","17.02","16.87","16.88","-0.27","477"
"00709","富邦歐洲","101,200","2,082,532","20.45","20.58","20.45","20.58","-0.02","4"
"00710B","FH彭博高收益債","754,000","15,796,970","20.97","20.98","20.92","20.92","+0.04","618"
"00711B","FH彭博新興債","159,000","3,320,180","20.85","20.91","20.83","20.90","+0.11","19"
"00712","FH富時不動產","230,000","4,316,570","18.78","18.78","18.74","18.78","-0.08","104"
"00713","元大台灣高息低波","21,000","632,620","30.19","30.19","30.08","30.15","+0.05","9"
"00714","群益道瓊美國地產","109,000","2,388,150","21.90","21.92","21.90","21.92","+0.13","7"
"00715L","華頓S&P布蘭特正2","25,000","677,440","27.00","27.12","27.00","27.10","+0.25","15"
"00716R","華頓S&P布蘭特反1","1,000","14,170","14.17","14.17","14.17","14.17","-0.15","1"
"00717","富邦美國特別股","362,106","7,192,658","19.86","19.90","19.85","19.87","+0.01","99"
"00728","第一金工業30","910,000","16,599,470","18.28","18.28","18.20","18.21","+0.01","68"
"00729R","第一金工業30反1","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00730","富邦臺灣優質高息","209,636","3,826,860","18.26","18.27","18.21","18.21","+0.08","46"
"00731","FH富時高息低波","11,000","530,640","48.14","48.41","48.14","48.27","+0.22","11"
"00732","國泰RMB短期報酬","100,000","3,991,000","39.91","39.91","39.91","39.91","+0.07","4"
"00733","富邦臺灣中小","224,000","3,657,660","16.41","16.41","16.23","16.33","-0.08","14"
"00735","國泰臺韓科技","126,000","2,141,050","17.04","17.07","16.97","16.97","-0.03","9"
"00736","國泰新興市場","119,000","2,304,110","19.51","19.51","19.35","19.36","+0.04","9"
"00737","國泰AI+Robo","953,045","20,957,412","22.00","22.01","21.95","22.01","-0.03","136"
"00738U","元大道瓊白銀","130,000","2,181,650","16.88","16.88","16.71","16.78","-0.14","53"
"00739","元大MSCI A股","1,951,117","38,488,945","19.74","19.93","19.57","19.63","-0.31","310"
"00742","新光內需收益","5,000","102,230","20.36","20.53","20.36","20.45","+0.23","5"
"00743","國泰中國A150","377,000","7,510,440","20.19","20.19","19.77","19.95","-0.33","69"
"00752","中信中國50","507,532","11,538,706","23.10","23.10","22.57","22.57","-0.53","93"
"00753L","中信中國50正2","889,000","20,930,750","24.43","24.43","23.21","23.21","-1.04","364"
"00757","統一FANG+","1,178,000","23,660,860","20.30","20.30","20.07","20.11","-0.33","112"
"00762","元大全球AI","230,000","5,148,870","22.40","22.44","22.33","22.35","-0.08","104"
"00763U","國票道瓊銅","6,000","117,210","19.54","19.54","19.51","19.51","X0.00","2"
"00766L","台新MSCI中國正2","1,087,000","10,654,110","9.94","10.03","9.70","9.70","-0.31","260"
"00767","FH美國金融股","100,000","2,163,000","21.63","21.63","21.63","21.63","-0.08","2"
"00770","國泰北美科技","105,000","2,446,650","23.30","23.33","23.30","23.33","-0.01","12"
"00771","元大US高息特別股","271,000","5,509,970","20.33","20.35","20.32","20.34","+0.04","100"
"00774B","新光中國政金綠債","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00775B","新光投等債15+","1,000","42,140","42.14","42.14","42.14","42.14","-0.07","1"
"00776","新光ICE美國權值","1,000","21,240","21.24","21.24","21.24","21.24","+0.06","1"
"00783","富邦中証500","3,325,481","58,771,164","17.89","17.90","17.50","17.60","-0.41","324"
"008201","BP上證50","300","30,105","100.10","100.60","100.10","100.35","+1.45","3"
"00830","國泰費城半導體","783,000","10,839,510","13.88","13.88","13.83","13.84","-0.14","90"
"01001T","土銀富邦R1","110,000","1,645,600","14.99","14.99","14.95","14.98","-0.01","8"
"01002T","土銀國泰R1","41,000","625,450","15.25","15.26","15.24","15.26","+0.01","18"
"01003T","兆豐新光R1","31,000","514,900","16.61","16.61","16.60","16.60","-0.01","4"
"01004T","土銀富邦R2","123,000","1,612,000","13.10","13.19","13.10","13.19"," 0.00","9"
"01007T","兆豐國泰R2","1,671,100","26,737,430","16.00","16.00","15.99","16.00"," 0.00","311"
"01009T","王道圓滿R1","68,000","616,770","9.07","9.08","9.07","9.07"," 0.00","7"
"01010T","京城樂富R1","29,000","289,870","10.00","10.00","9.99","10.00"," 0.00","7"
"020000","富邦特選蘋果N","65,000","282,310","4.35","4.36","4.32","4.35","+0.02","22"
"020002","元富新中國N","68,000","929,390","13.76","13.78","13.56","13.56","-0.39","36"
"020004","兆豐電菁英30N","1,000","18,630","18.63","18.63","18.63","18.63","-0.26","1"
"020005","永豐外資50N","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"020006","永昌中小300N","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"020007","凱基臺灣500N","14,000","264,440","18.92","18.92","18.84","18.84","X0.00","6"
"020008","元大特股高息N","152,000","1,502,770","9.88","9.90","9.87","9.87","+0.01","48"
"1101","台泥","16,141,134","684,662,805","42.50","42.60","42.20","42.35","+0.10","5,871"
"1101B","台泥乙特","28,378","1,498,782","52.70","52.90","52.70","52.90"," 0.00","22"
"1102","亞泥","12,113,236","531,639,033","44.00","44.45","43.55","44.00","+0.25","6,473"
"1103","嘉泥","2,464,957","38,786,562","15.60","15.95","15.60","15.85","+0.30","756"
"1104","環泥","302,650","5,805,378","19.30","19.35","19.10","19.10","-0.10","173"
"1108","幸福","24,000","167,320","6.99","7.00","6.95","6.96","-0.03","16"
"1109","信大","1,619,975","28,337,367","18.10","18.25","17.05","17.20","-0.90","841"
"1110","東泥","12,053","195,858","16.25","16.25","16.25","16.25"," 0.00","3"
"1201","味全","2,844,433","77,073,141","27.55","27.75","26.70","27.10","-0.45","1,281"
"1203","味王","24,112","628,066","26.10","26.10","26.00","26.05","-0.05","20"
"1210","大成","8,824,552","338,316,854","37.65","39.20","37.50","38.15","+0.65","5,013"
"1215","卜蜂","5,454,709","363,955,796","65.30","67.40","65.30","66.80","+1.80","3,597"
"1216","統一","12,206,669","972,390,409","78.20","80.00","78.20","80.00","+1.20","6,504"
"1217","愛之味","250,356","1,744,324","6.99","7.01","6.92","6.92","-0.04","117"
"1218","泰山","877,567","17,300,584","19.90","19.90","19.60","19.75","-0.05","324"
"1219","福壽","5,222","94,446","18.10","18.10","18.05","18.05","-0.05","8"
"1220","台榮","41,002","448,121","11.00","11.00","10.90","11.00"," 0.00","25"
"1225","福懋油","98,015","7,029,672","72.00","72.00","71.10","72.00"," 0.00","24"
"1227","佳格","1,316,129","73,037,754","55.10","56.10","54.60","55.50","+0.40","885"
"1229","聯華","2,023,394","72,059,098","35.50","35.85","35.45","35.60","-0.10","1,191"
"1231","聯華食","241,784","10,480,799","43.50","43.75","43.05","43.35","-0.15","205"
"1232","大統益","78,648","8,972,020","114.00","115.00","113.00","114.00"," 0.00","91"
"1233","天仁","2,270","87,479","38.30","38.30","38.30","38.30"," 0.00","6"
"1234","黑松","48,458","1,557,556","32.10","32.30","32.10","32.15","+0.05","40"
"1235","興泰","24,294","676,301","28.00","28.00","27.75","27.90","-0.25","25"
"1236","宏亞","15,068","203,269","13.50","13.50","13.45","13.45","-0.05","14"
"1256","鮮活果汁-KY","39,300","6,813,000","173.50","175.00","172.00","174.00","-0.50","33"
"1262","綠悅-KY","1,160,680","33,859,157","31.15","31.15","28.35","29.35","-2.15","703"
"1301","台塑","4,614,229","505,153,059","109.50","110.00","109.00","110.00","+1.50","2,116"
"1303","南亞","4,191,539","323,233,230","77.00","77.50","76.80","77.50","+1.00","2,061"
"1304","台聚","454,044","5,338,658","11.70","11.80","11.70","11.80","+0.10","173"
"1305","華夏","1,825,750","38,327,769","21.05","21.25","20.80","20.90","-0.10","993"
"1307","三芳","98,799","2,346,752","23.80","23.85","23.60","23.75","+0.20","60"
"1308","亞聚","570,403","7,761,404","13.70","13.70","13.50","13.60","-0.05","247"
"1309","台達化","4,142,397","44,899,583","10.65","11.15","10.60","11.05","+0.55","1,171"
"1310","台苯","1,822,499","44,285,439","24.45","24.55","24.15","24.15","-0.30","1,101"
"1312","國喬","2,804,637","60,380,940","21.30","21.70","21.25","21.50","+0.25","1,484"
"1312A","國喬特","30,000","1,001,150","33.35","33.45","33.35","33.45"," 0.00","10"
"1313","聯成","1,010,166","11,101,009","11.00","11.10","10.90","10.95","-0.05","425"
"1314","中石化","5,694,688","63,888,729","11.20","11.30","11.15","11.20"," 0.00","1,473"
"1315","達新","42,675","1,338,359","31.60","31.60","31.35","31.40","+0.10","19"
"1316","上曜","213,350","3,140,644","14.70","14.80","14.65","14.65","-0.05","128"
"1319","東陽","825,032","35,721,631","43.70","43.80","42.95","43.00","+0.15","602"
"1321","大洋","181,151","4,998,522","27.65","27.80","27.45","27.50","-0.15","80"
"1323","永裕","136,005","4,645,223","34.50","34.50","33.90","34.50","+0.15","88"
"1324","地球","61,006","678,216","11.10","11.20","10.95","11.15","+0.05","25"
"1325","恆大","18,186","290,694","16.00","16.10","15.95","16.00","-0.05","15"
"1326","台化","4,961,739","530,290,073","106.50","107.50","106.00","107.00","+1.00","1,598"
"1337","再生-KY","429,471","2,849,553","6.67","6.75","6.60","6.72","+0.05","147"
"1338","廣華-KY","146,060","9,430,233","64.80","65.10","64.20","64.30","-0.70","106"
"1339","昭輝","102,051","3,645,230","35.75","36.10","35.50","35.60","-0.05","83"
"1340","勝悅-KY","288,939","5,707,094","20.00","20.00","19.60","19.70","-0.30","212"
"1341","富林-KY","10,013","529,395","52.80","53.00","52.40","53.00","+0.60","13"
"1402","遠東新","20,902,126","684,603,186","32.00","33.15","32.00","32.60","+0.85","7,912"
"1409","新纖","914,717","12,066,769","13.10","13.25","13.10","13.20","+0.10","381"
"1410","南染","23,050","634,961","27.50","27.60","27.50","27.50"," 0.00","18"
"1413","宏洲","58,204","729,829","12.70","12.70","12.35","12.50","-0.10","27"
"1414","東和","68,124","458,220","6.75","6.75","6.70","6.73","-0.02","39"
"1416","廣豐","127,274","1,883,210","14.85","14.85","14.75","14.75","-0.10","57"
"1417","嘉裕","3,990,658","24,742,967","6.30","6.30","6.06","6.14","-0.16","995"
"1418","東華","7,135","61,533","8.55","8.81","8.55","8.81","-0.69","11"
"1419","新紡","6,310","271,380","42.70","43.95","42.30","43.30","+0.90","9"
"1423","利華","137,543","1,375,310","9.95","10.00","9.95","10.00"," 0.00","25"
"1432","大魯閣","86,000","683,230","7.90","8.09","7.80","7.93","+0.03","49"
"1434","福懋","993,096","37,110,978","37.20","37.70","37.20","37.35","+0.25","702"
"1435","中福","87,132","473,551","5.48","5.48","5.39","5.41","-0.04","27"
"1436","華友聯","29,282","1,178,649","40.20","40.65","40.20","40.50","+0.30","8"
"1437","勤益控","1,109,218","22,799,041","20.80","20.90","20.20","20.65","-0.25","475"
"1438","裕豐","7,200","69,663","9.31","10.15","9.30","10.15","+0.55","8"
"1439","中和","306,608","9,214,990","29.90","30.50","29.85","29.90","-0.15","162"
"1440","南紡","806,719","9,813,157","12.10","12.25","12.05","12.15","+0.10","303"
"1441","大東","539,561","7,747,443","14.35","14.60","14.20","14.40","-0.10","268"
"1442","名軒","160,162","2,550,042","15.65","16.15","15.65","15.95","+0.30","124"
"1443","立益","38,999","300,140","7.44","7.87","7.42","7.84","+0.26","34"
"1444","力麗","805,304","7,830,435","9.75","9.78","9.67","9.70","-0.04","332"
"1445","大宇","38,001","285,167","7.54","7.54","7.48","7.54"," 0.00","22"
"1446","宏和","234,002","7,158,362","30.95","30.95","30.30","30.80","-0.15","124"
"1447","力鵬","519,653","3,722,777","7.21","7.21","7.14","7.16","-0.02","197"
"1449","佳和","26,081","115,187","4.40","4.44","4.39","4.39","-0.01","17"
"1451","年興","99,063","2,675,601","27.10","27.10","26.95","27.00","-0.15","74"
"1452","宏益","241,005","4,893,902","20.35","20.40","20.20","20.30","-0.05","91"
"1453","大將","16,471","149,104","9.06","9.06","9.03","9.03","-0.02","12"
"1454","台富","9,002","71,346","7.98","8.00","7.84","8.00"," 0.00","9"
"1455","集盛","246,802","2,144,230","8.72","8.77","8.66","8.67","-0.05","105"
"1456","怡華","9,000","79,510","8.71","8.97","8.71","8.93","+0.22","8"
"1457","宜進","2,020,733","29,620,732","14.50","14.75","14.50","14.70","+0.25","655"
"1459","聯發","52,154","404,676","7.76","7.79","7.70","7.70","+0.05","19"
"1460","宏遠","624,520","7,341,606","11.85","11.90","11.70","11.80","-0.10","274"
"1463","強盛","146,777","2,259,136","15.40","15.45","15.35","15.35","+0.05","86"
"1464","得力","4,431,479","109,070,857","23.70","25.05","23.70","24.80","+1.35","2,328"
"1465","偉全","106,913","1,594,116","15.00","15.00","14.80","14.85","+0.05","31"
"1466","聚隆","25,508","224,793","8.82","8.82","8.81","8.81","-0.04","16"
"1467","南緯","220,489","2,018,587","9.31","9.33","9.01","9.23","-0.08","87"
"1468","昶和","67,000","655,770","9.72","10.05","9.70","10.00","+0.13","28"
"1470","大統新創","1,000","21,500","21.50","21.50","21.50","21.50","-0.70","1"
"1471","首利","57,608","266,675","4.64","4.65","4.61","4.64","-0.02","30"
"1472","三洋紡","54,002","1,754,164","32.40","32.80","32.25","32.50","+0.10","34"
"1473","台南","568,354","15,266,837","27.20","27.45","26.55","27.00"," 0.00","355"
"1474","弘裕","105,004","1,046,048","10.05","10.05","9.93","9.98","-0.07","42"
"1475","本盟","7,000","45,610","6.36","6.65","6.36","6.65","-0.35","7"
"1476","儒鴻","1,405,328","583,194,808","409.00","420.00","406.50","414.50","+12.50","1,238"
"1477","聚陽","1,257,474","278,961,510","218.50","224.00","218.50","221.00","+2.50","1,105"
"1503","士電","635,129","28,941,366","44.05","46.00","44.05","45.75","+1.50","389"
"1504","東元","3,825,117","84,351,881","21.95","22.30","21.80","22.20","+0.30","1,655"
"1506","正道","312,002","6,203,088","19.90","19.95","19.50","19.70","-0.25","16"
"1507","永大","293,904","19,136,746","64.40","65.70","64.40","65.50","+1.50","252"
"1512","瑞利","65,013","314,085","5.02","5.02","4.80","5.02"," 0.00","21"
"1513","中興電","2,186,218","45,813,748","21.05","21.15","20.80","21.05","-0.10","628"
"1514","亞力","3,325,115","55,037,440","16.30","16.80","16.20","16.65","+0.50","1,255"
"1515","力山","4,222,607","328,130,798","79.30","79.30","76.60","77.60","-0.40","3,011"
"1516","川飛","13,371","204,993","15.30","15.50","15.30","15.50","+0.25","10"
"1517","利奇","162,002","1,581,538","9.86","9.86","9.71","9.74","-0.09","70"
"1519","華城","1,137,180","26,081,261","22.80","23.20","22.60","22.90","+0.45","513"
"1521","大億","17,000","1,039,400","61.50","62.10","60.00","62.10","+0.60","15"
"1522","堤維西","1,375,464","38,718,484","28.10","28.45","28.00","28.00","+0.15","844"
"1524","耿鼎","97,531","1,014,133","10.45","10.45","10.35","10.40"," 0.00","39"
"1525","江申","50,060","2,900,385","58.50","58.50","57.30","57.50","-1.00","46"
"1526","日馳","430,001","12,198,681","29.00","29.30","28.00","28.05","-0.65","303"
"1527","鑽全","1,561,203","88,620,750","57.80","57.90","56.50","56.70","-0.80","1,180"
"1528","恩德","157,109","1,434,793","9.15","9.18","9.10","9.18","+0.08","54"
"1529","樂士","206,328","3,515,637","16.20","17.60","15.80","17.60","+1.60","149"
"1530","亞崴","52,100","1,555,250","29.35","30.00","29.35","29.80","-0.20","26"
"1531","高林股","121,214","1,988,652","16.45","16.50","16.35","16.35","-0.10","40"
"1532","勤美","927,263","31,445,535","34.50","34.55","33.80","33.80","-0.80","397"
"1533","車王電","60,797","2,096,625","34.35","34.70","34.35","34.35"," 0.00","50"
"1535","中宇","52,372","1,675,278","32.00","32.20","31.85","32.00"," 0.00","42"
"1536","和大","2,165,916","188,344,887","84.80","89.90","84.20","88.70","+2.50","1,576"
"1537","廣隆","201,051","32,519,813","164.00","164.00","161.00","161.50","-2.50","172"
"1538","正峰新","25,376","125,872","5.00","5.00","4.95","4.99","-0.03","11"
"1539","巨庭","37,002","877,547","23.80","23.85","23.60","23.65","+0.10","31"
"1540","喬福","700,435","15,331,701","21.85","22.15","21.75","21.75","+0.05","353"
"1541","錩泰","68,019","1,807,648","27.40","27.40","26.50","26.55","-0.10","44"
"1558","伸興","147,562","21,274,706","145.00","145.50","143.00","143.50","-1.50","149"
"1560","中砂","160,000","9,281,200","57.90","58.50","57.40","58.20","+0.30","121"
"1568","倉佑","49,465","954,243","19.20","19.40","19.10","19.40","+0.20","29"
"1582","信錦","408,450","32,443,468","80.20","80.20","79.00","79.10","-1.10","376"
"1583","程泰","2,023","119,345","59.00","59.00","59.00","59.00"," 0.00","3"
"1587","吉茂","24,000","453,650","18.90","18.95","18.90","18.90"," 0.00","5"
"1589","永冠-KY","3,375,339","200,772,405","58.60","61.20","57.70","59.20","+1.10","2,323"
"1590","亞德客-KY","1,925,613","615,282,434","333.00","333.00","313.50","317.00","-11.50","1,789"
"1592","英瑞-KY","249,000","5,381,950","22.35","22.35","21.20","21.20","-0.80","207"
"1598","岱宇","113,004","4,304,852","38.20","38.30","37.65","38.00","+0.10","49"
"1604","聲寶","924,186","15,468,344","16.70","16.85","16.60","16.80","+0.25","384"
"1605","華新","17,074,969","267,764,398","15.30","15.85","15.30","15.70","+0.60","5,552"
"1608","華榮","2,758,158","28,093,394","10.15","10.35","10.05","10.15"," 0.00","911"
"1609","大亞","4,623,027","50,749,345","10.75","11.15","10.75","11.10","+0.40","1,293"
"1611","中電","245,831","2,451,516","10.00","10.10","9.92","9.94","-0.04","151"
"1612","宏泰","129,002","1,298,020","10.10","10.15","10.00","10.00"," 0.00","64"
"1614","三洋電","789,100","24,202,410","30.40","31.10","30.20","30.35","+0.15","385"
"1615","大山","96,550","1,619,257","16.95","16.95","16.65","16.65","-0.20","50"
"1616","億泰","102,150","465,375","4.66","4.66","4.54","4.55","-0.11","27"
"1617","榮星","51,000","678,950","13.75","13.75","13.25","13.35","-0.15","23"
"1618","合機","72,000","599,980","8.39","8.39","8.30","8.39","+0.09","18"
"1626","艾美特-KY","714,013","17,620,775","23.50","25.60","23.50","24.85","+1.30","371"
"1701","中化","212,020","3,922,520","18.50","18.55","18.45","18.55","+0.05","85"
"1702","南僑","147,057","7,514,225","51.30","51.30","50.80","51.10","-0.20","136"
"1707","葡萄王","166,264","35,646,597","212.00","215.50","212.00","213.50","+1.50","167"
"1708","東鹼","77,360","1,973,141","25.65","25.65","25.45","25.50","+0.05","49"
"1709","和益","120,065","1,641,979","13.75","13.75","13.65","13.65","-0.10","83"
"1710","東聯","1,351,204","32,729,495","24.25","24.30","24.10","24.25"," 0.00","727"
"1711","永光","145,768","2,407,078","16.45","16.60","16.45","16.45"," 0.00","82"
"1712","興農","713,947","13,866,267","19.40","19.50","19.30","19.35","-0.05","344"
"1713","國化","22,389","425,428","19.00","19.05","18.85","19.05","+0.05","15"
"1714","和桐","1,092,324","7,407,842","6.77","6.84","6.73","6.74","-0.03","367"
"1717","長興","714,050","18,351,227","25.40","25.85","25.35","25.75","+0.25","349"
"1718","中纖","3,310,927","30,176,156","9.10","9.23","9.06","9.08"," 0.00","880"
"1720","生達","70,285","2,297,174","32.75","32.90","32.55","32.60","-0.15","64"
"1721","三晃","18,517","170,805","9.20","9.29","9.20","9.27","+0.07","15"
"1722","台肥","10,703,286","514,330,221","47.30","49.00","47.25","48.20","+1.20","5,114"
"1723","中碳","192,218","25,075,882","131.50","132.50","128.00","131.00","-0.50","182"
"1724","台硝","29,002","381,626","13.20","13.25","13.10","13.25","-0.05","22"
"1725","元禎","38,861","569,134","14.75","14.75","14.60","14.75","-0.05","26"
"1726","永記","279","20,088","0.00","0.00","0.00","0.00"," 0.00","8"
